state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,number_of_vehicles_involved,vehicle_type_involved,number_of_casualties,number_of_fatalities,weather_conditions,road_type,road_condition,lighting_conditions,traffic_control_presence,speed_limit_(km/h),driver_age,driver_gender,driver_license_status,alcohol_involvement,accident_location_details,day,month_name,hour,area_type
Puducherry,Unknown,2019,October,Wednesday,11:48,Fatal,2,Two-Wheeler,10,5,Clear,State Highway,Dry,Daylight,Police Checkpost,60,70,Female,Valid,No,Bridge,Wednesday,,,Unknown
Sikkim,Unknown,2019,November,Sunday,22:02,Fatal,1,Bus,3,3,Stormy,Urban Road,Dry,Dusk,Unknown,96,35,Male,Valid,Yes,Bridge,Sunday,,,Unknown
Sikkim,Unknown,2018,July,Friday,11:10,Fatal,5,Auto-Rickshaw,4,5,Foggy,Village Road,Dry,Daylight,Signs,86,27,Female,Valid,No,Bridge,Friday,,,Unknown
Andhra Pradesh,Tirupati,2023,July,Sunday,16:34,Serious,3,Truck,10,3,Hazy,State Highway,Dry,Dark,Signals,40,27,Male,Expired,Yes,Curve,Sunday,,,Unknown
Maharashtra,Nagpur,2023,July,Wednesday,02:05,Minor,3,Auto-Rickshaw,3,2,Rainy,State Highway,Wet,Dark,Police Checkpost,73,44,Male,Unknown,No,Curve,Wednesday,,,Unknown
Andhra Pradesh,Visakhapatnam,2018,December,Thursday,10:38,Minor,1,Car,2,5,Clear,State Highway,Damaged,Dark,Signals,88,41,Female,Expired,Yes,Intersection,Thursday,,,Unknown
Meghalaya,Unknown,2023,June,Wednesday,02:16,Fatal,3,Car,6,0,Rainy,Urban Road,Wet,Daylight,Police Checkpost,106,29,Female,Expired,No,Curve,Wednesday,,,Unknown
Nagaland,Unknown,2023,March,Monday,02:41,Fatal,1,Pedestrian,5,1,Foggy,State Highway,Dry,Dark,Signs,74,40,Female,Valid,Yes,Straight Road,Monday,,,Unknown
Meghalaya,Unknown,2023,March,Monday,07:38,Serious,4,Pedestrian,2,5,Stormy,State Highway,Wet,Dark,Signs,83,59,Female,Expired,No,Bridge,Monday,,,Unknown
Nagaland,Unknown,2020,August,Monday,18:16,Serious,2,Bus,8,4,Clear,National Highway,Dry,Dawn,Signs,54,47,Male,Unknown,Yes,Straight Road,Monday,,,Rural
Manipur,Unknown,2023,July,Friday,17:07,Fatal,5,Auto-Rickshaw,10,0,Hazy,Village Road,Wet,Dawn,Police Checkpost,33,27,Female,Unknown,No,Curve,Friday,,,Unknown
Karnataka,Mysore,2023,June,Friday,04:36,Fatal,4,Two-Wheeler,6,2,Clear,Urban Road,Damaged,Dusk,Signs,113,37,Female,Expired,Yes,Intersection,Friday,,,Unknown
Gujarat,Vadodara,2018,January,Saturday,23:43,Fatal,4,Bus,0,4,Foggy,National Highway,Under Construction,Dawn,Signals,101,28,Female,Valid,Yes,Straight Road,Saturday,,,Rural
Gujarat,Vadodara,2019,March,Monday,02:41,Fatal,1,Bus,10,1,Stormy,Village Road,Under Construction,Dusk,Police Checkpost,89,51,Female,Expired,No,Straight Road,Monday,,,Unknown
Arunachal Pradesh,Unknown,2021,December,Wednesday,17:54,Minor,3,Pedestrian,10,5,Hazy,Village Road,Under Construction,Dark,Signals,112,20,Female,Unknown,No,Straight Road,Wednesday,,,Unknown
Uttar Pradesh,Kanpur,2020,October,Saturday,12:34,Fatal,2,Two-Wheeler,0,2,Stormy,Village Road,Under Construction,Dawn,Unknown,49,62,Male,Unknown,No,Intersection,Saturday,,,Unknown
Meghalaya,Unknown,2023,May,Monday,11:33,Minor,5,Two-Wheeler,4,5,Rainy,Urban Road,Under Construction,Dusk,Signals,30,34,Male,Valid,No,Intersection,Monday,,,Unknown
Manipur,Unknown,2022,January,Wednesday,17:30,Serious,5,Auto-Rickshaw,9,5,Stormy,National Highway,Damaged,Dark,Police Checkpost,48,51,Female,Unknown,Yes,Curve,Wednesday,,,Rural
Andhra Pradesh,Tirupati,2021,November,Saturday,04:53,Fatal,5,Two-Wheeler,1,5,Rainy,Urban Road,Wet,Dawn,Police Checkpost,33,66,Male,Valid,Yes,Curve,Saturday,,,Unknown
Himachal Pradesh,Unknown,2022,March,Saturday,13:16,Fatal,2,Car,8,5,Clear,National Highway,Wet,Dusk,Unknown,32,62,Female,Expired,Yes,Curve,Saturday,,,Rural
Punjab,Unknown,2019,February,Friday,01:39,Fatal,4,Two-Wheeler,6,4,Rainy,State Highway,Dry,Dusk,Police Checkpost,112,62,Female,Expired,Yes,Straight Road,Friday,,,Unknown
Uttar Pradesh,Lucknow,2019,February,Monday,21:20,Minor,5,Pedestrian,3,4,Stormy,Village Road,Damaged,Dusk,Police Checkpost,65,21,Female,Expired,Yes,Intersection,Monday,,,Unknown
Tamil Nadu,Coimbatore,2022,June,Friday,01:59,Minor,2,Two-Wheeler,10,3,Stormy,State Highway,Under Construction,Dawn,Police Checkpost,49,64,Male,Unknown,No,Curve,Friday,,,Unknown
Rajasthan,Udaipur,2023,July,Friday,11:38,Minor,3,Car,0,4,Clear,State Highway,Dry,Dark,Signals,32,25,Male,Expired,Yes,Straight Road,Friday,,,Unknown
Assam,Unknown,2023,October,Monday,10:13,Fatal,1,Cycle,5,1,Hazy,State Highway,Wet,Dusk,Signs,57,53,Female,Valid,No,Straight Road,Monday,,,Unknown
Karnataka,Bangalore,2022,January,Tuesday,02:08,Fatal,1,Auto-Rickshaw,10,4,Stormy,National Highway,Wet,Dawn,Signs,47,34,Female,Expired,No,Bridge,Tuesday,,,Rural
Tamil Nadu,Coimbatore,2019,November,Tuesday,16:20,Minor,1,Bus,9,2,Foggy,Village Road,Under Construction,Dawn,Unknown,94,55,Female,Valid,Yes,Straight Road,Tuesday,,,Unknown
Madhya Pradesh,Unknown,2023,September,Thursday,18:08,Serious,1,Auto-Rickshaw,5,0,Rainy,National Highway,Under Construction,Dawn,Police Checkpost,115,20,Male,Expired,Yes,Bridge,Thursday,,,Rural
Punjab,Unknown,2018,September,Monday,02:12,Serious,5,Two-Wheeler,0,5,Rainy,National Highway,Under Construction,Dark,Unknown,64,53,Male,Valid,Yes,Curve,Monday,,,Rural
Uttar Pradesh,Lucknow,2019,February,Monday,11:49,Minor,1,Cycle,9,0,Hazy,National Highway,Under Construction,Dusk,Signs,105,61,Female,Valid,No,Intersection,Monday,,,Rural
Puducherry,Unknown,2022,August,Wednesday,21:37,Serious,3,Pedestrian,1,1,Rainy,Village Road,Dry,Daylight,Police Checkpost,105,23,Female,Expired,No,Straight Road,Wednesday,,,Unknown
Rajasthan,Jaipur,2022,February,Friday,21:55,Fatal,3,Truck,4,4,Hazy,Village Road,Wet,Dusk,Signals,39,39,Female,Expired,No,Curve,Friday,,,Unknown
Jammu And Kashmir,Unknown,2022,April,Friday,03:43,Minor,1,Two-Wheeler,0,3,Hazy,National Highway,Under Construction,Dark,Police Checkpost,87,69,Female,Unknown,No,Intersection,Friday,,,Rural
Tripura,Unknown,2023,July,Thursday,07:25,Fatal,2,Pedestrian,0,1,Hazy,National Highway,Damaged,Daylight,Signs,95,66,Female,Expired,No,Straight Road,Thursday,,,Rural
Madhya Pradesh,Unknown,2019,December,Thursday,16:58,Fatal,3,Truck,4,3,Hazy,Village Road,Under Construction,Dusk,Signals,41,45,Male,Expired,No,Bridge,Thursday,,,Unknown
Odisha,Unknown,2020,October,Friday,13:19,Minor,2,Bus,10,4,Rainy,National Highway,Dry,Dawn,Signs,89,25,Female,Unknown,Yes,Intersection,Friday,,,Rural
Rajasthan,Jaipur,2018,May,Monday,14:18,Minor,4,Bus,1,4,Hazy,National Highway,Wet,Daylight,Police Checkpost,77,70,Female,Unknown,Yes,Curve,Monday,,,Rural
Gujarat,Vadodara,2019,November,Sunday,22:06,Fatal,4,Cycle,7,0,Clear,Urban Road,Damaged,Daylight,Signs,85,24,Male,Unknown,No,Straight Road,Sunday,,,Unknown
Maharashtra,Mumbai,2019,July,Tuesday,12:22,Serious,2,Bus,10,5,Hazy,State Highway,Dry,Daylight,Signs,111,60,Female,Expired,No,Bridge,Tuesday,,,Unknown
Gujarat,Vadodara,2020,May,Wednesday,07:10,Fatal,5,Bus,3,5,Stormy,Urban Road,Damaged,Daylight,Unknown,86,35,Female,Unknown,No,Straight Road,Wednesday,,,Unknown
Bihar,Unknown,2018,November,Tuesday,00:39,Serious,4,Auto-Rickshaw,4,0,Clear,Village Road,Damaged,Dusk,Signs,82,64,Female,Unknown,No,Intersection,Tuesday,,,Unknown
Delhi,New Delhi,2022,December,Friday,10:59,Serious,2,Two-Wheeler,6,0,Stormy,State Highway,Wet,Dark,Signals,43,37,Female,Expired,Yes,Curve,Friday,,,Unknown
Manipur,Unknown,2019,February,Sunday,11:27,Fatal,3,Cycle,3,0,Rainy,Village Road,Under Construction,Daylight,Signs,108,24,Female,Expired,Yes,Curve,Sunday,,,Unknown
Jammu And Kashmir,Unknown,2020,April,Friday,06:31,Fatal,1,Bus,2,0,Rainy,National Highway,Damaged,Dusk,Signals,70,19,Female,Valid,No,Intersection,Friday,,,Rural
Madhya Pradesh,Unknown,2019,November,Friday,01:19,Serious,1,Cycle,1,3,Rainy,Village Road,Under Construction,Dark,Signals,64,25,Female,Unknown,No,Bridge,Friday,,,Unknown
West Bengal,Kolkata,2023,July,Wednesday,17:55,Fatal,4,Cycle,2,1,Hazy,Urban Road,Wet,Dusk,Signals,86,20,Female,Expired,Yes,Curve,Wednesday,,,Unknown
Meghalaya,Unknown,2022,January,Monday,23:55,Fatal,4,Truck,10,2,Stormy,National Highway,Wet,Daylight,Police Checkpost,57,34,Male,Expired,No,Straight Road,Monday,,,Rural
Manipur,Unknown,2019,March,Friday,04:19,Fatal,3,Cycle,10,5,Stormy,Village Road,Dry,Daylight,Signals,49,63,Male,Valid,Yes,Bridge,Friday,,,Unknown
Arunachal Pradesh,Unknown,2021,October,Wednesday,01:28,Minor,1,Bus,5,3,Hazy,State Highway,Dry,Dusk,Signals,78,46,Male,Unknown,No,Bridge,Wednesday,,,Unknown
Tripura,Unknown,2023,March,Tuesday,02:43,Serious,1,Truck,6,5,Stormy,National Highway,Dry,Daylight,Signals,71,36,Male,Expired,No,Bridge,Tuesday,,,Rural
Maharashtra,Pune,2023,October,Wednesday,01:52,Minor,1,Two-Wheeler,5,5,Hazy,Village Road,Wet,Dark,Signals,75,70,Female,Unknown,Yes,Intersection,Wednesday,,,Unknown
Mizoram,Unknown,2021,May,Sunday,16:54,Serious,3,Auto-Rickshaw,3,4,Clear,Village Road,Wet,Daylight,Unknown,80,60,Male,Expired,Yes,Intersection,Sunday,,,Unknown
Arunachal Pradesh,Unknown,2019,October,Wednesday,11:26,Serious,2,Bus,6,1,Hazy,Urban Road,Wet,Dark,Unknown,65,66,Male,Unknown,Yes,Straight Road,Wednesday,,,Unknown
Gujarat,Ahmedabad,2019,March,Sunday,03:22,Minor,1,Two-Wheeler,8,2,Stormy,Urban Road,Dry,Dusk,Unknown,38,68,Male,Valid,No,Straight Road,Sunday,,,Unknown
Assam,Unknown,2022,October,Friday,04:39,Serious,4,Cycle,3,3,Hazy,Village Road,Dry,Dawn,Signs,80,47,Male,Expired,Yes,Straight Road,Friday,,,Unknown
Manipur,Unknown,2021,September,Monday,15:01,Minor,2,Auto-Rickshaw,10,2,Foggy,Urban Road,Under Construction,Daylight,Signals,60,23,Male,Valid,Yes,Bridge,Monday,,,Unknown
Mizoram,Unknown,2023,July,Tuesday,07:52,Fatal,2,Auto-Rickshaw,6,1,Hazy,Village Road,Wet,Dawn,Signals,103,63,Female,Unknown,Yes,Straight Road,Tuesday,,,Unknown
Sikkim,Unknown,2020,February,Monday,20:27,Serious,2,Truck,7,0,Foggy,State Highway,Dry,Dawn,Signals,54,57,Male,Valid,No,Straight Road,Monday,,,Unknown
Bihar,Unknown,2019,September,Monday,03:23,Serious,5,Bus,10,1,Foggy,Urban Road,Damaged,Dawn,Signals,48,25,Female,Valid,Yes,Intersection,Monday,,,Unknown
Sikkim,Unknown,2018,November,Wednesday,21:33,Fatal,2,Bus,4,0,Clear,Village Road,Under Construction,Dark,Signs,93,32,Male,Valid,Yes,Curve,Wednesday,,,Unknown
Karnataka,Mysore,2023,March,Thursday,01:20,Fatal,1,Bus,8,3,Hazy,National Highway,Dry,Dawn,Police Checkpost,62,20,Male,Unknown,Yes,Intersection,Thursday,,,Rural
Sikkim,Unknown,2020,January,Monday,02:56,Serious,2,Pedestrian,4,4,Hazy,National Highway,Dry,Dusk,Police Checkpost,63,63,Male,Valid,No,Intersection,Monday,,,Rural
Kerala,Unknown,2022,July,Sunday,09:27,Minor,3,Cycle,8,1,Clear,Urban Road,Wet,Dusk,Signs,96,25,Female,Valid,Yes,Bridge,Sunday,,,Unknown
West Bengal,Durgapur,2021,November,Saturday,21:54,Fatal,5,Truck,9,1,Hazy,National Highway,Damaged,Dusk,Signs,59,40,Male,Unknown,Yes,Straight Road,Saturday,,,Rural
Nagaland,Unknown,2023,October,Thursday,01:25,Fatal,3,Bus,2,1,Stormy,Village Road,Dry,Dawn,Police Checkpost,40,46,Male,Unknown,Yes,Intersection,Thursday,,,Unknown
Chhattisgarh,Unknown,2018,February,Wednesday,18:23,Serious,5,Cycle,8,5,Stormy,National Highway,Wet,Dusk,Unknown,30,59,Female,Unknown,No,Curve,Wednesday,,,Rural
Jammu And Kashmir,Unknown,2023,September,Thursday,21:45,Fatal,3,Auto-Rickshaw,8,3,Foggy,Village Road,Wet,Dawn,Unknown,51,44,Female,Valid,No,Straight Road,Thursday,,,Unknown
Kerala,Unknown,2019,May,Sunday,22:18,Fatal,1,Pedestrian,10,2,Foggy,National Highway,Under Construction,Dark,Signs,60,56,Male,Valid,Yes,Bridge,Sunday,,,Rural
Gujarat,Surat,2021,January,Friday,07:24,Serious,2,Auto-Rickshaw,4,5,Rainy,State Highway,Wet,Dusk,Signs,94,48,Female,Expired,Yes,Curve,Friday,,,Unknown
Goa,Unknown,2018,September,Tuesday,23:14,Fatal,2,Truck,5,4,Stormy,Urban Road,Under Construction,Daylight,Signs,59,42,Male,Unknown,No,Bridge,Tuesday,,,Unknown
Gujarat,Vadodara,2023,September,Monday,17:41,Minor,1,Auto-Rickshaw,7,5,Clear,National Highway,Damaged,Dusk,Unknown,99,53,Female,Valid,Yes,Curve,Monday,,,Rural
Bihar,Unknown,2022,September,Tuesday,23:09,Fatal,1,Pedestrian,10,4,Hazy,State Highway,Under Construction,Dark,Police Checkpost,57,56,Female,Valid,Yes,Curve,Tuesday,,,Unknown
Telangana,Unknown,2020,October,Tuesday,08:45,Fatal,5,Car,6,4,Foggy,Urban Road,Damaged,Dark,Signs,117,20,Male,Unknown,No,Bridge,Tuesday,,,Unknown
Rajasthan,Jodhpur,2019,January,Tuesday,08:08,Minor,5,Pedestrian,1,3,Clear,Urban Road,Dry,Daylight,Police Checkpost,35,30,Male,Valid,Yes,Intersection,Tuesday,,,Unknown
Odisha,Unknown,2020,September,Thursday,07:42,Serious,2,Auto-Rickshaw,9,2,Stormy,State Highway,Dry,Daylight,Unknown,39,43,Male,Unknown,Yes,Bridge,Thursday,,,Unknown
Jammu And Kashmir,Unknown,2019,October,Thursday,19:16,Minor,2,Pedestrian,9,5,Clear,National Highway,Wet,Dawn,Police Checkpost,35,61,Male,Expired,No,Bridge,Thursday,,,Rural
Rajasthan,Jodhpur,2020,December,Monday,01:15,Minor,5,Two-Wheeler,2,4,Clear,State Highway,Under Construction,Dusk,Signs,74,26,Male,Expired,No,Curve,Monday,,,Unknown
Mizoram,Unknown,2019,January,Tuesday,11:19,Minor,1,Truck,6,1,Stormy,Urban Road,Wet,Daylight,Unknown,99,61,Male,Unknown,No,Curve,Tuesday,,,Unknown
Uttar Pradesh,Kanpur,2022,February,Sunday,23:41,Serious,4,Truck,3,4,Foggy,Village Road,Damaged,Dawn,Police Checkpost,35,44,Female,Expired,Yes,Curve,Sunday,,,Unknown
Tamil Nadu,Chennai,2020,September,Wednesday,23:49,Fatal,3,Car,8,1,Hazy,National Highway,Under Construction,Daylight,Signs,47,40,Male,Unknown,Yes,Curve,Wednesday,,,Rural
Tamil Nadu,Chennai,2020,July,Thursday,16:30,Fatal,3,Auto-Rickshaw,6,1,Foggy,State Highway,Dry,Dark,Signs,119,63,Male,Valid,No,Bridge,Thursday,,,Unknown
Tamil Nadu,Chennai,2021,February,Friday,14:19,Serious,5,Bus,9,2,Rainy,State Highway,Wet,Daylight,Signs,106,46,Female,Unknown,No,Intersection,Friday,,,Unknown
Sikkim,Unknown,2020,July,Tuesday,16:20,Serious,5,Pedestrian,7,5,Stormy,National Highway,Wet,Daylight,Police Checkpost,111,63,Female,Expired,No,Curve,Tuesday,,,Rural
West Bengal,Siliguri,2022,August,Wednesday,11:06,Serious,3,Auto-Rickshaw,7,2,Rainy,Urban Road,Damaged,Daylight,Police Checkpost,80,26,Male,Unknown,No,Straight Road,Wednesday,,,Unknown
Uttar Pradesh,Lucknow,2020,November,Wednesday,18:31,Minor,4,Auto-Rickshaw,1,0,Rainy,State Highway,Dry,Daylight,Police Checkpost,77,19,Male,Expired,Yes,Intersection,Wednesday,,,Unknown
Sikkim,Unknown,2021,November,Tuesday,21:38,Minor,2,Auto-Rickshaw,7,3,Clear,National Highway,Dry,Dark,Unknown,50,43,Female,Valid,Yes,Straight Road,Tuesday,,,Rural
West Bengal,Siliguri,2023,April,Sunday,13:02,Serious,1,Bus,10,3,Rainy,Village Road,Damaged,Dusk,Signals,79,45,Female,Expired,No,Intersection,Sunday,,,Unknown
Nagaland,Unknown,2023,October,Tuesday,13:25,Fatal,4,Auto-Rickshaw,9,5,Stormy,Urban Road,Dry,Dark,Police Checkpost,106,31,Male,Expired,Yes,Straight Road,Tuesday,,,Unknown
Haryana,Unknown,2018,December,Friday,06:06,Fatal,5,Two-Wheeler,1,4,Stormy,Village Road,Under Construction,Daylight,Police Checkpost,80,40,Female,Unknown,No,Intersection,Friday,,,Unknown
Jharkhand,Unknown,2020,March,Friday,23:11,Serious,3,Auto-Rickshaw,10,3,Hazy,State Highway,Wet,Dawn,Signals,48,63,Female,Unknown,Yes,Straight Road,Friday,,,Unknown
Bihar,Unknown,2023,January,Sunday,06:01,Minor,4,Bus,6,3,Rainy,Village Road,Dry,Dusk,Signals,107,53,Male,Valid,No,Bridge,Sunday,,,Unknown
Telangana,Unknown,2021,September,Sunday,03:21,Serious,5,Cycle,0,2,Rainy,Urban Road,Wet,Dawn,Police Checkpost,49,36,Male,Expired,No,Bridge,Sunday,,,Unknown
Tripura,Unknown,2020,January,Tuesday,22:38,Minor,5,Car,5,2,Stormy,Village Road,Under Construction,Dawn,Unknown,114,25,Male,Expired,Yes,Bridge,Tuesday,,,Unknown
Nagaland,Unknown,2020,June,Saturday,03:47,Minor,1,Truck,7,3,Stormy,Urban Road,Dry,Dawn,Signals,37,24,Female,Valid,No,Bridge,Saturday,,,Unknown
Andhra Pradesh,Vijayawada,2021,April,Tuesday,05:52,Fatal,3,Two-Wheeler,4,0,Clear,State Highway,Damaged,Dawn,Signs,60,31,Female,Unknown,No,Straight Road,Tuesday,,,Unknown
Tamil Nadu,Chennai,2023,August,Sunday,02:37,Fatal,5,Car,9,0,Foggy,Urban Road,Dry,Dawn,Signals,64,66,Female,Expired,No,Bridge,Sunday,,,Unknown
Puducherry,Unknown,2021,January,Friday,06:46,Serious,4,Auto-Rickshaw,10,3,Clear,State Highway,Damaged,Dawn,Unknown,60,34,Male,Unknown,Yes,Intersection,Friday,,,Unknown
Gujarat,Vadodara,2019,February,Monday,03:02,Serious,5,Auto-Rickshaw,0,0,Hazy,National Highway,Under Construction,Dusk,Signals,40,55,Female,Valid,Yes,Intersection,Monday,,,Rural
Karnataka,Bangalore,2018,July,Monday,04:02,Fatal,1,Pedestrian,4,0,Clear,Urban Road,Dry,Dusk,Unknown,83,70,Female,Expired,No,Bridge,Monday,,,Unknown
Puducherry,Unknown,2018,June,Thursday,03:10,Fatal,5,Auto-Rickshaw,5,0,Foggy,Urban Road,Damaged,Daylight,Signals,75,38,Female,Valid,Yes,Curve,Thursday,,,Unknown
Punjab,Unknown,2023,August,Thursday,21:22,Serious,4,Truck,9,2,Stormy,State Highway,Damaged,Daylight,Police Checkpost,106,50,Male,Unknown,No,Bridge,Thursday,,,Unknown
Rajasthan,Udaipur,2022,November,Friday,12:52,Fatal,3,Car,10,0,Hazy,Urban Road,Dry,Dusk,Signs,34,67,Male,Valid,No,Intersection,Friday,,,Unknown
Andhra Pradesh,Visakhapatnam,2021,June,Saturday,05:00,Fatal,1,Auto-Rickshaw,6,2,Stormy,Urban Road,Under Construction,Dusk,Unknown,56,37,Male,Valid,No,Bridge,Saturday,,,Unknown
Chhattisgarh,Unknown,2020,September,Tuesday,18:34,Fatal,1,Cycle,1,3,Rainy,State Highway,Under Construction,Daylight,Signals,94,53,Female,Expired,Yes,Straight Road,Tuesday,,,Unknown
Maharashtra,Nagpur,2022,March,Friday,19:43,Serious,1,Cycle,5,5,Foggy,State Highway,Damaged,Daylight,Signals,49,27,Female,Valid,No,Bridge,Friday,,,Unknown
Uttarakhand,Unknown,2020,June,Wednesday,04:56,Serious,3,Car,3,4,Stormy,Village Road,Damaged,Daylight,Signs,49,32,Male,Valid,No,Curve,Wednesday,,,Unknown
Maharashtra,Pune,2019,December,Thursday,09:14,Minor,2,Auto-Rickshaw,2,2,Clear,National Highway,Damaged,Dark,Unknown,87,23,Male,Valid,No,Bridge,Thursday,,,Rural
Assam,Unknown,2020,January,Saturday,18:33,Serious,4,Cycle,5,1,Stormy,State Highway,Wet,Dark,Police Checkpost,106,58,Male,Valid,No,Curve,Saturday,,,Unknown
Karnataka,Mysore,2018,April,Sunday,01:05,Serious,3,Pedestrian,2,3,Stormy,National Highway,Under Construction,Dusk,Signs,83,44,Female,Unknown,No,Intersection,Sunday,,,Rural
Goa,Unknown,2022,April,Friday,23:30,Fatal,1,Bus,8,0,Foggy,Village Road,Wet,Dusk,Signs,56,54,Male,Expired,No,Intersection,Friday,,,Unknown
Maharashtra,Pune,2020,November,Wednesday,13:23,Serious,2,Two-Wheeler,6,3,Foggy,Urban Road,Damaged,Dawn,Police Checkpost,80,18,Female,Unknown,Yes,Bridge,Wednesday,,,Unknown
Assam,Unknown,2022,September,Monday,06:01,Serious,2,Cycle,4,1,Stormy,State Highway,Dry,Dark,Signals,102,23,Male,Expired,No,Bridge,Monday,,,Unknown
Haryana,Unknown,2022,September,Friday,21:24,Fatal,3,Car,0,3,Clear,Village Road,Under Construction,Dusk,Police Checkpost,79,54,Male,Expired,No,Bridge,Friday,,,Unknown
Mizoram,Unknown,2018,March,Wednesday,08:34,Fatal,4,Truck,10,2,Rainy,Urban Road,Dry,Dark,Unknown,119,58,Male,Expired,Yes,Bridge,Wednesday,,,Unknown
Madhya Pradesh,Unknown,2022,July,Sunday,14:16,Serious,3,Bus,9,1,Clear,Village Road,Wet,Dawn,Signals,77,41,Female,Valid,Yes,Intersection,Sunday,,,Unknown
Goa,Unknown,2021,December,Friday,23:26,Minor,2,Auto-Rickshaw,4,4,Rainy,Village Road,Damaged,Daylight,Signs,120,30,Male,Unknown,Yes,Curve,Friday,,,Unknown
West Bengal,Durgapur,2022,February,Friday,04:43,Serious,1,Pedestrian,2,4,Hazy,Village Road,Damaged,Dark,Unknown,57,63,Female,Unknown,No,Curve,Friday,,,Unknown
Uttarakhand,Unknown,2022,December,Friday,16:11,Minor,5,Truck,3,4,Stormy,Urban Road,Damaged,Dusk,Unknown,67,34,Female,Valid,Yes,Straight Road,Friday,,,Unknown
Punjab,Unknown,2021,June,Wednesday,00:34,Serious,4,Cycle,5,4,Foggy,Urban Road,Wet,Daylight,Signs,116,66,Male,Valid,No,Curve,Wednesday,,,Unknown
Sikkim,Unknown,2018,March,Monday,02:51,Serious,1,Auto-Rickshaw,0,5,Foggy,State Highway,Dry,Dawn,Police Checkpost,100,60,Male,Valid,Yes,Intersection,Monday,,,Unknown
Madhya Pradesh,Unknown,2023,November,Saturday,21:48,Minor,4,Pedestrian,6,3,Clear,Urban Road,Damaged,Daylight,Unknown,82,19,Female,Valid,Yes,Intersection,Saturday,,,Unknown
Haryana,Unknown,2019,September,Thursday,17:16,Minor,1,Pedestrian,3,5,Stormy,Village Road,Wet,Dusk,Police Checkpost,53,36,Male,Expired,No,Bridge,Thursday,,,Unknown
West Bengal,Durgapur,2023,March,Wednesday,07:22,Fatal,2,Truck,10,4,Stormy,State Highway,Under Construction,Dark,Police Checkpost,115,51,Male,Unknown,No,Straight Road,Wednesday,,,Unknown
Delhi,New Delhi,2021,April,Wednesday,01:16,Fatal,4,Two-Wheeler,7,4,Clear,National Highway,Under Construction,Dawn,Unknown,119,56,Male,Expired,Yes,Curve,Wednesday,,,Rural
Himachal Pradesh,Unknown,2019,November,Wednesday,02:55,Serious,5,Pedestrian,10,1,Stormy,National Highway,Dry,Dusk,Unknown,100,40,Female,Unknown,Yes,Straight Road,Wednesday,,,Rural
Mizoram,Unknown,2021,January,Wednesday,09:06,Minor,2,Auto-Rickshaw,1,1,Foggy,Village Road,Dry,Daylight,Police Checkpost,87,70,Male,Unknown,No,Straight Road,Wednesday,,,Unknown
Uttarakhand,Unknown,2018,September,Saturday,04:00,Minor,1,Pedestrian,10,3,Foggy,State Highway,Damaged,Dawn,Signs,70,28,Male,Expired,No,Intersection,Saturday,,,Unknown
Uttarakhand,Unknown,2018,July,Saturday,15:56,Serious,2,Two-Wheeler,5,5,Stormy,National Highway,Under Construction,Daylight,Signals,45,44,Female,Expired,No,Intersection,Saturday,,,Rural
Odisha,Unknown,2018,August,Thursday,12:17,Fatal,3,Bus,2,3,Clear,Village Road,Damaged,Daylight,Signs,107,24,Male,Unknown,Yes,Intersection,Thursday,,,Unknown
Punjab,Unknown,2022,September,Thursday,04:24,Fatal,3,Truck,8,1,Stormy,Village Road,Wet,Dusk,Signs,105,35,Female,Expired,Yes,Bridge,Thursday,,,Unknown
Tamil Nadu,Coimbatore,2023,December,Sunday,20:25,Serious,2,Car,3,0,Rainy,Village Road,Damaged,Dawn,Signals,82,67,Female,Valid,No,Straight Road,Sunday,,,Unknown
Manipur,Unknown,2019,August,Friday,15:47,Serious,1,Car,6,3,Clear,Urban Road,Under Construction,Dusk,Signs,57,37,Female,Expired,No,Bridge,Friday,,,Unknown
Andhra Pradesh,Tirupati,2023,February,Saturday,16:12,Serious,2,Two-Wheeler,6,4,Foggy,Village Road,Dry,Dusk,Signs,39,43,Female,Unknown,No,Straight Road,Saturday,,,Unknown
Manipur,Unknown,2019,February,Saturday,10:26,Fatal,1,Auto-Rickshaw,4,0,Rainy,Village Road,Under Construction,Dark,Signs,37,39,Male,Valid,Yes,Straight Road,Saturday,,,Unknown
Goa,Unknown,2018,March,Sunday,11:58,Minor,2,Bus,7,0,Clear,National Highway,Wet,Dark,Unknown,63,57,Female,Valid,No,Intersection,Sunday,,,Rural
Telangana,Unknown,2021,August,Saturday,09:33,Fatal,2,Pedestrian,10,3,Hazy,State Highway,Under Construction,Dusk,Signals,84,40,Male,Valid,Yes,Intersection,Saturday,,,Unknown
Tamil Nadu,Chennai,2022,June,Saturday,19:22,Serious,4,Pedestrian,2,0,Foggy,State Highway,Dry,Daylight,Signs,119,62,Female,Expired,No,Intersection,Saturday,,,Unknown
Haryana,Unknown,2019,February,Tuesday,19:59,Serious,3,Bus,1,2,Hazy,National Highway,Dry,Dark,Signs,96,59,Female,Valid,No,Bridge,Tuesday,,,Rural
Gujarat,Surat,2021,March,Sunday,02:11,Minor,5,Auto-Rickshaw,8,0,Clear,Urban Road,Damaged,Dark,Signals,99,63,Male,Unknown,Yes,Intersection,Sunday,,,Unknown
